X_IMAGE,Y_IMAGE,Label
3915.7869,2241.0344,1
3102.97,2246.0012,1
2011.1697,2243.6765,1
3360.1392,2243.2866,1
5783.7549,2243.5171,1
1653.5588,2223.7739,1
9191.3262,2229.2234,1
7489.0474,2235.6431,1
2732.3657,2242.0916,1
7451.5127,2242.0476,1
3915.292,2247.5671,1
6193.9639,2247.0708,1
5325.0093,2232.8845,0
1628.6991,2218.4465,1
1659.5287,2214.3818,1
3904.4131,2234.1443,1
6785.0352,2198.22,1
5006.5415,2229.0049,0
9188.6406,2214.7354,1
8677.167,2243.3723,1
5115.8604,2239.8574,1
7473.9404,2245.47,1
4230.4985,2228.6396,1
7097.8203,2238.3914,1
1612.7434,2226.9932,1
8614.6006,2244.126,1
3698.3943,2254.2346,0
5395.1177,2245.6091,1
5127.519,2238.1733,1
1596.2024,2241.8887,1
3208.8713,2248.8755,1
2443.658,2251.3103,1
622.2386,2244.4858,1
5059.6719,2196.8611,1
1618.7021,2236.2939,1
884.4487,2227.447,1
3760.603,2247.6074,1
8590.4512,2240.2363,1
7083.4102,2245.0789,1
22.0633,2237.2939,1
4752.3447,2232.7273,1
1399.6302,2231.55,1
7086.5625,2228.3057,1
8167.856,2245.4126,1
5012.8462,2234.2659,0
722.5109,2250.7588,1
6326.2075,2220.4385,1
2022.8219,2251.6299,1
1391.1703,2239.5496,1
3559.5181,2244.7744,1
4424.124,2244.1384,1
7497.2788,2254.2351,1
1365.7737,2246.6978,1
5091.5518,2242.3171,0
6814.0923,2175.1621,1
3371.4451,2247.314,1
1292.2424,2225.2937,1
1529.8809,2254.3281,1
4761.9082,2244.0449,1
7718.0396,2232.9619,1
441.5162,2258.9836,1
3330.9546,2251.251,1
8760.0146,2259.0093,0
9013.7734,2239.8994,1
5030.8691,2249.5735,0
1388.9459,2229.967,1
8686.3584,2246.2568,1
8588.5957,2248.2034,1
8153.2944,2250.0229,1
5220.7046,2250.114,1
5137.9438,2247.3508,1
3661.1274,2257.7427,1
5048.2476,2248.5061,0
9018.4785,2236.459,1
3999.9175,2251.3689,1
8577.8643,2246.1047,1
1609.6523,2238.8625,1
8595.2246,2243.6387,1
4424.9985,2252.9844,1
7784.7583,2248.5593,1
8585.625,2226.4314,1
310.8867,2258.4468,1
7407.9634,2213.9739,1
7115.9644,2210.9653,1
6742.2031,2193.8831,1
1857.746,2229.1653,1
5118.0596,2233.887,1
7433.3467,2247.448,1
8147.1641,2254.4209,1
7627.8882,2254.3347,1
9189.3096,2244.4597,1
1986.4971,2236.2666,1
1603.6115,2232.4604,1
8802.8135,2248.9944,1
2547.168,2256.9873,1
1518.7308,2251.8289,1
8883.3682,2251.7212,1
3717.7217,2257.0737,0
1555.8768,2258.3025,1
3354.3972,2252.7874,1
162.7352,2255.9451,1
2963.3792,2263.0808,1
7441.4253,2244.2185,1
7787.5063,2242.2793,1
2362.1702,2252.6021,1
21.4587,2258.3477,1
621.9376,2251.3064,1
1626.2281,2247.9768,1
9208.3076,2222.373,1
2877.5005,2251.7664,0
4084.3875,2263.8088,1
2212.6636,2214.8625,1
6124.3511,2263.9124,1
6002.0195,2240.3171,1
6620.6094,2256.353,1
8034.0215,2236.835,1
2012.267,2252.0674,1
4984.251,2202.9326,1
5041.3081,2252.554,0
2607.8628,2252.5823,1
5942.5552,2254.7727,1
5141.8311,2233.4841,1
8770.2676,2252.2251,0
8165.0596,2252.4558,1
4019.8975,2259.6064,1
1618.028,2252.4299,1
9204.3232,2204.5186,1
8158.0181,2255.3333,1
2769.4429,2258.5842,1
3277.9771,2258.7563,1
4480.5322,2253.3523,0
4900.2891,2253.7087,1
8701.4551,2226.4336,1
5139.2935,2221.4397,1
5952.3618,2255.9492,1
7335.0449,2261.0591,0
834.4575,2250.6228,1
1598.6217,2220.7778,1
5268.8613,2251.5071,1
1545.652,2254.1392,1
5657.8223,2250.1831,1
5672.75,2246.833,1
5066.8877,2262.4282,0
7601.3398,2259.7026,1
1212.9209,2249.2002,1
801.6585,2255.512,1
3447.2915,2267.9929,1
6010.1143,2251.4707,1
1605.6226,2252.9658,1
7775.2095,2260.385,1
7909.2778,2254.9167,1
7157.0195,2238.6416,1
7943.002,2258.0159,1
5057.9028,2221.3032,0
5395.5312,2237.1387,1
2371.4219,2236.9592,1
1887.3757,2259.1562,1
8946.79,2257.4968,1
5108.4043,2242.3,1
4100.9287,2262.1311,1
787.8068,2249.3997,1
5670.897,2262.3027,1
4044.7988,2262.0845,1
1769.5629,2264.9636,1
5226.9951,2267.4539,1
8281.3926,2222.8142,1
1472.3589,2262.6177,0
7930.5308,2262.4385,1
6276.9199,2267.6987,1
7090.8013,2254.9731,1
6803.9297,2225.0056,1
5656.7783,2255.7209,1
828.2401,2268.5063,1
2199.113,2268.4287,1
2695.2778,2261.0732,1
2704.7002,2255.7083,1
4428.3081,2258.8743,1
6768.2686,2254.8215,1
6776.0078,2193.4766,1
1382.5658,2250.3113,1
2702.2297,2264.9243,1
2347.9426,2261.988,1
1618.3008,2259.9504,1
7106.4595,2262.1858,1
7772.5303,2233.0117,1
4403.8057,2263.1174,1
8660.0283,2243.8643,1
8175.6733,2250.0435,1
3266.3655,2252.6616,1
3973.2847,2265.5593,1
8747.1104,2265.5388,0
4934.7271,2267.8396,1
3656.6909,2263.2935,1
5108.1377,2192.6079,1
8195.4775,2252.1743,1
1871.5835,2261.3433,1
5944.1416,2262.0188,1
4317.0737,2220.3372,1
5055.6743,2253.9937,0
5117.7085,2247.3955,1
6349.0181,2269.1467,1
5051.7222,2109.4299,1
827.7946,2256.1265,1
8585.1807,2262.1433,1
4447.6289,2260.3782,1
6735.4556,2241.5635,1
6741.8335,2270.0613,1
3182.5076,2272.3708,1
2606.7065,2267.5964,1
5225.9346,2257.5842,1
161.6645,2265.2766,1
4631.5049,2264.9231,1
5071.0142,2214.2678,0
2353.3669,2251.5105,1
5663.1689,2261.499,1
5795.999,2249.1741,1
7112.3628,2265.9102,1
8006.2969,2263.7605,1
6475.499,2268.8428,0
1656.9963,2260.9075,1
8810.2314,2246.7026,1
6789.3833,2223.2637,1
7940.125,2263.9438,1
4352.8462,2268.4087,1
7967.7388,2270.5203,0
8205.5576,2253.948,1
5473.6904,2269.6265,1
848.1177,2265.0505,1
6712.8745,2264.6353,1
2696.4751,2250.5371,1
8451.4531,2212.8608,1
3758.9224,2268.0669,1
7776.3931,2245.9795,1
2599.6809,2257.3049,1
3018.0457,2264.2419,1
5123.4194,2185.6384,1
6749.7285,2263.3494,1
3090.6113,2262.835,1
6777.7432,2242.2625,1
5964.7236,2265.2522,1
2423.4399,2263.8755,1
3065.2561,2271.6843,1
1542.9695,2263.4976,1
1475.5518,2270.2957,0
818.769,2272.4097,1
2650.572,2275.248,1
7785.6846,2256.8359,1
838.2233,2272.3323,1
4029.0732,2257.8831,1
7147.3809,2267.8403,1
988.0186,2280.0103,1
4034.4819,2272.6489,1
1518.3245,2259.3384,1
8352.4512,2269.6692,1
8327.9062,2264.0889,1
8946.9922,2270.9927,1
4951.2544,2204.311,1
4352.5098,2272.9941,1
5063.8179,2281.0193,0
1627.3116,2260.7456,1
657.0546,2265.0459,1
6225.9951,2253.0393,1
8936.3066,2259.7952,1
8257.8018,2251.2859,1
1054.333,2267.071,1
6764.2925,2238.8535,1
6793.7725,2250.3506,1
6812.644,2239.9495,1
8595.0215,2258.2007,1
4944.8799,2278.145,1
3983.3218,2266.0398,1
8049.4727,2278.0217,1
4445.4526,2275.3657,1
3889.1917,2265.5408,0
3000.4502,2263.3748,1
7398.8735,2283.8391,1
4766.9814,2233.7893,1
242.338,2283.8896,1
1700.858,2284.1406,1
3919.7258,2259.3132,1
8669.2002,2233.3044,1
6358.396,2266.8655,1
6696.5786,2259.9194,1
2350.8279,2277.8118,1
5157.0669,2272.2498,1
8669.5137,2255.3337,1
725.4556,2273.4177,0
8946.5,2263.8403,1
2734.0127,2254.9893,1
2718.6956,2273.261,1
2845.4856,2270.8044,1
3096.5271,2272.7849,1
2354.1833,2268.8723,1
8577.9395,2163.5112,1
4441.209,2262.2305,1
8159.2378,2274.1128,1
6722.8457,2252.6489,1
650.2983,2252.2788,1
1644.1348,2260.7007,1
4023.3948,2271.6479,1
5989.4141,2282.251,1
3299.5747,2280.2012,1
5330.042,2244.3843,0
6404.4624,2280.054,1
6598.0571,2258.4104,1
7526.4595,2280.5554,1
4763.3159,2268.5408,1
5058.4038,2177.8274,1
2755.9934,2265.2832,1
1676.6588,2266.8149,1
6339.667,2266.6514,1
8951.1104,2281.5928,1
4937.5239,2284.0625,1
1841.6938,2276.804,1
2442.1909,2286.7192,1
6330.2749,2265.2158,1
3090.5188,2278.9824,1
444.982,2275.0127,1
5119.5,2289.9626,1
7845.9819,2277.4033,1
7132.2876,2274.9321,1
6006.3979,2280.1008,1
850.9384,2282.1912,1
3265.342,2272.8242,1
3192.5447,2272.4846,1
3704.8625,2283.6836,0
5085.0146,2283.5378,0
5955.394,2270.0298,1
7310.8032,2280.7009,0
2084.2295,2265.8853,1
4951.6885,2289.7107,1
6693.8442,2284.554,0
2272.0498,2267.4558,1
1839.787,2198.2075,1
2039.4602,2281.8577,1
1651.1154,2267.6555,1
6568.063,2276.3577,1
6843.7915,2281.6274,1
8923.0654,2257.6541,1
5586.9941,2288.0295,1
8489.6777,2270.7498,1
5059.2974,2288.1406,0
2414.9277,2284.0452,1
6685.5229,2263.22,0
9076.6426,2281.7842,1
8787.2334,2289.1729,0
7843.9692,2284.0188,1
6817.3364,2287.2695,0
950.0969,2282.6382,1
1997.6484,2251.9294,1
8928.7705,2262.2507,1
839.4377,2279.7603,1
8694.498,2244.8225,1
7150.4883,2277.4749,1
7944.0332,2272.7144,1
3039.7434,2278.6311,1
7804.3271,2278.6985,1
2145.8196,2271.0671,1
958.3912,2293.6196,1
6072.751,2275.7556,1
414.3132,2290.9309,1
2372.9277,2277.0144,1
5026.9395,2291.2202,1
8277.3916,2275.6411,1
4332.9526,2293.5122,0
7817.6699,2286.2285,1
439.4654,2272.874,1
1645.2594,2294.5325,1
5990.9878,2289.6426,1
4754.436,2269.4165,1
5089.7573,2213.9065,0
3254.032,2269.4673,1
3092.041,2287.2871,1
3905.811,2264.3235,1
1650.646,2241.7681,1
4773.873,2281.1221,1
3082.4792,2270.0562,1
2729.3318,2269.6565,1
20.0323,2274.9014,1
2373.6277,2285.5918,1
3218.3945,2282.9456,1
169.0008,2298.3064,1
6718.7285,2276.4539,1
3924.2483,2273.8542,1
3201.2712,2279.1199,1
8164.8296,2289.3103,1
4017.6021,2279.0327,1
2590.1919,2271.9973,1
4521.2139,2257.1514,1
8206.502,2281.1677,0
7739.9688,2260.5325,1
949.0919,2271.6084,1
7791.6968,2278.0522,1
6578.0552,2297.5129,1
6783.2227,2249.0396,1
6553.4526,2292.8311,1
7143.7197,2279.2766,1
7126.9282,2290.2581,1
846.2042,2251.7776,1
6697.1982,2273.939,0
2658.5059,2288.4922,0
8292.7295,2217.7764,1
3185.5386,2295.8997,1
4507.8569,2296.2974,1
1664.9678,2261.6382,1
2050.1348,2293.0776,1
9104.4688,2296.0435,1
3246.186,2267.991,1
2978.1699,2270.6907,1
8249.4355,2237.582,1
2040.1583,2296.9705,1
6431.6289,2291.9668,1
5246.7515,2287.6902,1
797.6588,2291.9414,1
9022.0703,2294.4971,1
964.2662,2299.4429,1
2451.699,2289.2422,1
6084.229,2301.998,1
6686.6191,2302.0811,0
8243.3662,2280.3687,0
6669.6929,2299.6289,0
7962.1401,2277.7573,1
4458.5532,2293.054,1
5552.5889,2285.3804,1
7432.0669,2281.8936,1
4925.9731,2295.7029,1
9000.2734,2298.4131,1
5204.2402,2295.5657,1
3020.1343,2278.4919,1
2057.6868,2293.9783,1
8274.5674,2261.7114,1
2129.2104,2267.3174,1
606.6536,2293.8687,1
4918.9775,2291.019,1
2884.1572,2298.9944,1
430.4629,2286.5051,1
6753.167,2289.2422,1
9088.9951,2297.1492,1
2988.4541,2302.6311,1
5400.7646,2297.7869,1
7935.9204,2289.4634,1
3075.2898,2278.5662,1
3216.4272,2275.6018,1
8941.4492,2286.9463,1
533.7574,2305.012,1
942.9985,2292.2539,1
3236.0862,2267.7249,1
3261.4478,2279.5181,1
8209.7822,2288.8428,1
3206.2046,2296.2473,1
9069.1924,2279.5603,1
6823.5391,2293.2585,1
23.0911,2286.4324,1
4984.6348,2153.3679,1
7752.5151,2260.9626,1
1644.2581,2278.52,1
6940.5967,2289.5925,1
8823.8477,2291.9993,0
6592.0083,2301.8657,1
1682.892,2294.2644,1
3249.4246,2289.4187,1
665.1749,2307.0327,1
9032.8945,2287.1675,1
8166.8506,2263.4675,1
5595.5444,2289.6428,1
6761.4634,2267.0381,1
614.569,2292.9482,1
6598.6079,2300.9839,1
3895.7258,2249.1716,0
5984.1025,2308.1421,1
6067.1143,2303.0698,1
5611.2305,2289.5222,1
6202.248,2301.4919,1
7116.437,2296.7927,1
8164.144,2280.2356,1
409.8899,2301.3413,1
8982.9336,2298.9663,1
7070.2275,2298.8132,1
4498.999,2294.7175,1
3903.2905,2289.0789,1
3508.7219,2302.4045,1
1658.5144,2300.0037,1
7126.3911,2302.5356,1
702.9456,2299.6006,1
6688.9775,2292.5203,0
3008.4504,2277.0469,1
4919.6685,2303.5583,1
1653.2279,2295.9548,1
2880.4941,2308.2734,1
5937.4229,2303.418,1
3200.3608,2287.377,1
5602.5098,2285.7322,1
8369.7949,2309.3306,1
3268.2957,2290.6174,1
3215.6704,2312.0969,1
8269.0146,2250.0525,1
8996.3184,2304.7502,1
7647.8916,2289.4912,1
6681.7246,2292.4729,0
2387.7285,2292.7578,1
2251.7297,2305.3423,1
3056.7202,2289.605,1
4762.6899,2284.2769,1
5203.6992,2302.9998,1
7157.3804,2305.2578,1
7741.7983,2237.4468,1
3939.8284,2306.4072,1
8185.4038,2309.3103,1
6068.021,2288.6433,1
4931.1548,2293.4861,1
6946.4116,2294.0569,1
8194.5049,2290.9902,1
8296.4639,2237.2202,1
8968.1904,2289.1106,1
6547.5864,2303.6816,1
9072.4414,2294.6931,1
3048.219,2290.5227,1
3410.7412,2302.6511,0
8225.7803,2302.3457,1
8346.9902,2302.6584,1
7129.0874,2307.4399,1
8797.4434,2310.05,0
7198.9229,2294.8772,1
8955.1055,2305.0713,1
1762.6202,2311.2295,1
939.4963,2299.644,1
1169.2122,2294.2981,1
8932.2607,2312.1631,1
8240.3232,2257.8132,0
2560.5059,2311.9807,1
7947.9497,2290.019,1
2518.5266,2313.2019,1
3039.0471,2302.415,1
5322.6685,2313.1882,1
6752.9399,2300.2761,1
2433.5215,2305.4512,1
6965.812,2300.4387,1
4661.3472,2307.99,1
4753.0503,2253.2134,1
9088.1572,2289.0356,1
6056.1499,2305.4304,1
7078.6396,2301.7256,1
9038.5469,2295.6238,1
5069.438,2243.1445,0
7811.0576,2308.9326,1
3953.9675,2297.3311,1
3909.1243,2301.8809,1
3245.1223,2278.8813,1
1603.4067,2316.3843,1
2212.0161,2307.5107,1
8916.0693,2279.4363,1
940.3735,2310.9712,1
4949.437,2313.5574,1
8087.834,2310.802,1
6788.1279,2276.4275,1
4696.2603,2319.5178,0
2985.5376,2255.4324,1
8300.1338,2265.8418,1
3255.1084,2298.5554,1
9154.1631,2307.1001,1
4781.2759,2307.4834,1
6715.6973,2299.791,1
5887.7178,2307.3125,1
6944.9639,2306.9482,1
3036.9651,2315.5034,1
5900.9707,2307.1289,1
9052.3301,2294.3447,1
7874.7007,2309.156,1
2650.6887,2303.9993,1
8081.3765,2312.8127,1
8940.4092,2297.8726,1
2179.4756,2323.0032,1
1397.4827,2303.8867,1
3916.8186,2286.1079,1
9097.2344,2305.8152,1
6223.0083,2324.2844,0
2057.4644,2299.6733,1
7756.4209,2229.479,1
1872.6276,2323.9402,1
9068.8096,2316.7588,1
1625.3558,2309.2927,1
8804.1055,2313.8523,0
8211.498,2308.26,1
5583.9106,2300.1331,1
6745.6558,2248.5791,1
4952.7534,2320.0774,1
2560.6709,2317.2898,1
6026.5112,2325.0293,1
7143.1689,2293.4885,1
5925.2754,2318.4209,1
2532.3906,2306.5623,1
8282.8242,2291.1919,1
4762.2734,2297.2,1
641.0868,2311.8816,1
1034.6368,2311.8113,1
6965.1509,2311.3813,0
5066.8208,2311.9817,1
2183.3867,2314.3879,1
7851.2861,2295.4849,1
4780.0151,2313.7732,1
7147.0054,2300.0115,1
2656.1804,2294.0571,0
4458.0933,2318.4253,1
4448.5044,2328.009,1
3993.9187,2296.9438,1
8958.8438,2320.8872,1
8942.1846,2307.4927,1
6062.1694,2311.7751,0
4742.1646,2320.0686,0
729.5065,2318.2146,1
9150.3037,2312.8237,1
4297.8086,2317.7615,0
7188.1997,2305.6897,1
9158.1064,2321.1753,1
424.3471,2279.2012,1
128.2256,2324.1943,1
6708.6484,2290.042,1
6065.2559,2319.5183,1
686.9728,2326.4878,1
2207.7559,2313.1204,1
2989.9705,2285.3264,1
7706.6562,2315.0635,1
742.8061,2314.543,1
6015.2124,2325.0103,1
5996.4678,2312.8386,1
4034.6765,2321.1086,0
5723.4556,2299.9463,1
836.7789,2296.5552,1
836.9252,2306.0,1
5069.2852,2318.4941,1
2809.1699,2316.0635,1
8272.7588,2296.3616,1
4797.0435,2322.0146,1
5910.0918,2303.3484,1
1613.6697,2314.4346,1
7709.9976,2307.4976,1
6050.3462,2317.1802,0
8209.5283,2317.218,1
7543.0894,2326.9275,1
4444.8271,2319.312,1
4687.8545,2324.7422,0
3911.5466,2308.415,1
694.2957,2295.0137,1
5910.1748,2319.6985,1
3002.542,2290.5188,1
3063.2903,2320.2837,1
2187.239,2320.1538,1
8493.9102,2325.3799,1
8303.5586,2305.4712,1
941.5558,2320.1306,1
4002.3806,2296.3521,1
8785.2246,2318.0449,0
8240.8672,2296.6155,0
701.2036,2309.0249,1
476.0334,2313.3623,1
1128.358,2326.54,1
7948.0576,2302.5669,1
6012.7822,2314.1975,1
5601.0352,2303.5581,1
5920.9746,2322.0081,1
4751.7026,2326.5393,0
3045.8162,2308.751,1
4023.2615,2287.1199,1
3266.4644,2317.5298,1
8402.415,2329.1768,1
3038.8518,2323.7524,1
7705.1357,2321.7676,1
8196.1182,2302.1741,1
4022.6672,2313.4268,1
2024.4586,2327.7456,1
3010.5854,2296.8547,1
4315.7334,2309.3286,0
9167.6465,2296.6309,1
6781.1187,2308.436,1
2372.3464,2330.1013,1
3965.8066,2298.3354,1
6001.9961,2329.9729,1
2927.5178,2327.4121,1
2087.9448,2333.7441,1
4775.7529,2291.0471,1
3921.9875,2300.8403,1
6033.1079,2328.3062,0
4311.293,2321.4595,0
4013.1431,2304.3481,1
902.9005,2315.7458,1
2828.0291,2328.0779,1
6708.314,2308.5193,1
1408.7634,2306.7979,1
6003.0488,2319.1316,1
3956.8967,2311.5825,1
5293.4907,2332.0171,1
1274.4354,2321.4678,1
2115.4595,2327.0857,1
5798.708,2329.3877,1
4893.3984,2327.1162,1
1910.9827,2330.2441,1
8956.8789,2296.9077,1
3276.9971,2295.666,1
6712.9707,2327.9202,1
6034.1104,2335.4617,0
8600.9072,2327.9075,0
1343.8287,2318.3542,1
5044.1284,2232.8633,0
8055.6367,2335.6736,1
4789.6758,2314.1016,1
656.2144,2319.5703,1
3021.9194,2292.1274,1
2893.0042,2331.5042,1
2259.8931,2312.9204,1
7715.7368,2285.2629,1
8193.2783,2318.9541,1
3236.231,2332.7485,1
7721.3584,2308.3203,0
1776.8572,2324.8691,1
4037.7788,2337.5618,0
8256.293,2272.4456,1
6022.0884,2337.6243,1
4025.6362,2322.6423,0
862.8275,2314.9016,1
6085.3418,2327.7393,1
2326.957,2306.7336,1
4763.2852,2309.156,1
2015.3494,2330.811,1
2750.158,2340.8767,1
4368.0122,2331.1082,1
8203.5078,2341.0129,1
8694.998,2338.5305,0
825.5068,2320.1077,1
44.7166,2325.6492,1
9173.7256,2306.7842,1
3539.2195,2324.6768,1
3044.1089,2331.8508,1
9166.168,2315.3701,1
1771.8501,2321.4365,1
9078.335,2307.0332,1
4036.8579,2327.1143,0
3122.3228,2336.7632,1
8951.4717,2332.365,1
6811.7744,2274.209,0
2397.052,2316.1799,1
8865.9785,2336.9561,1
910.0137,2310.4922,1
2077.4956,2339.4834,1
8260.4082,2329.5159,1
6972.8613,2323.895,0
3564.5327,2337.9819,1
6262.063,2335.1904,0
1139.9434,2338.0625,1
1196.8468,2330.6809,1
7727.0825,2332.3313,0
6752.9507,2321.3638,1
9154.7021,2330.5942,1
2365.0818,2335.8484,1
3273.813,2324.5376,1
4279.2349,2338.9707,1
5795.3052,2336.5642,1
7991.8418,2331.7842,1
8225.4082,2257.6304,0
8980.3975,2336.501,1
6766.2905,2315.0762,1
2898.8171,2331.325,1
1946.0393,2322.2251,1
3932.123,2287.4741,1
8318.5527,2300.1216,1
922.7007,2322.8254,1
5853.3125,2340.1904,1
3004.0291,2309.4363,1
8574.1572,2344.8733,0
921.8994,2310.5378,1
3000.0969,2334.7241,1
6067.4697,2325.1516,1
6682.1675,2330.8391,0
8944.6797,2315.9099,1
6790.1646,2301.7915,1
7735.4351,2302.2905,0
1906.1525,2327.9346,1
7722.1704,2316.3931,0
458.3119,2320.5635,1
9055.8271,2346.8398,1
2080.6072,2334.3855,1
744.2075,2324.6174,1
3267.0156,2310.0571,1
6540.4336,2337.6987,1
6047.0303,2337.646,0
8327.1846,2309.812,1
2763.9238,2330.8064,1
8280.8125,2348.0034,1
8259.5752,2289.0681,1
259.6382,2347.8708,1
146.2878,2335.5647,1
7042.0952,2333.0789,1
4013.7461,2318.3425,1
2991.2593,2341.6829,1
4145.7261,2341.5391,0
850.78,2303.4778,1
3062.3411,2301.6387,1
7197.6528,2348.8691,1
4034.8789,2344.0435,0
8203.249,2329.9055,1
907.7966,2341.635,1
6772.1221,2287.4399,1
3544.4441,2333.6443,1
3477.9443,2342.6255,1
8488.6367,2337.8674,1
5733.6338,2328.3669,1
8965.1221,2313.219,1
5077.459,2333.4983,1
250.0079,2350.9705,1
1024.2358,2349.4021,1
8331.1416,2326.1013,1
8260.8975,2306.0007,1
8507.8691,2333.9385,0
751.5611,2335.157,1
5711.0566,2320.2163,1
3274.3486,2334.2739,1
4798.019,2334.4934,1
5800.7085,2341.5737,1
8304.1865,2317.4966,1
7801.876,2291.6587,1
8553.582,2348.1235,0
8160.1738,2342.823,1
5113.1904,2340.5823,1
8348.6826,2343.2319,1
1865.9994,2353.0334,1
3233.7666,2282.5237,1
2421.3245,2306.8357,1
4142.6914,2350.3511,0
8960.4072,2347.967,1
4185.2178,2350.4912,1
756.6107,2328.2742,1
668.6761,2338.1272,1
6042.8833,2330.1584,0
643.1055,2333.1421,1
897.3339,2323.5596,1
5727.4365,2328.511,1
3929.4395,2317.5398,1
6061.3438,2341.3066,0
8168.9907,2344.239,1
5082.8623,2328.1055,1
8961.8623,2330.0791,1
5070.395,2345.1436,1
4092.5029,2344.0044,0
924.7194,2331.0171,1
7620.9844,2350.0537,1
9032.9971,2355.9871,1
6549.5044,2346.5547,1
8947.3086,2343.4316,1
3226.1963,2274.3,1
3788.5173,2353.2454,1
4410.229,2345.9797,1
5651.9976,2353.7664,0
1375.9341,2337.4077,1
555.5468,2348.5259,1
155.0928,2340.8577,1
8700.4893,2355.979,0
2901.7385,2341.04,1
4280.3472,2346.7981,1
797.0782,2311.4326,1
5950.5581,2342.1577,1
591.6774,2339.4736,1
776.0052,2347.1357,1
7756.2148,2321.0818,1
5402.6367,2354.3486,0
127.8633,2346.0237,1
8248.5977,2314.6895,1
6554.9951,2352.9631,1
3899.3809,2300.2747,1
2329.6953,2340.2583,1
6080.9746,2334.3113,1
2007.0693,2345.3933,1
793.3762,2353.6462,1
3047.9702,2343.4351,1
8314.6406,2224.3201,1
496.4258,2349.1553,1
5620.6226,2342.3616,1
5649.8755,2343.8638,0
809.5833,2272.7295,1
2024.2736,2343.9541,1
4701.0015,2353.7568,0
1205.2853,2335.2021,1
4791.498,2349.0007,1
8284.5977,2313.6055,1
3298.3184,2332.4141,0
2929.9353,2337.7893,1
4407.3184,2350.0286,1
3248.7703,2346.637,1
645.8893,2324.2224,1
4029.6243,2349.6968,0
6739.6528,2289.7031,1
8979.7559,2352.469,1
818.4584,2337.3491,1
8161.894,2332.5742,1
4019.0747,2347.385,0
5083.6851,2345.3818,1
676.4188,2332.1433,1
3511.2888,2359.9846,1
6960.4116,2353.4292,1
246.9109,2343.0564,1
5729.2212,2339.874,0
1026.8713,2353.6499,1
8027.3486,2345.7048,1
261.6511,2353.6663,1
4749.7617,2340.8328,0
8155.6846,2329.4192,1
2014.6357,2345.4084,1
4798.3857,2348.1035,1
4801.3442,2353.8894,1
7822.9155,2302.9185,1
8695.8369,2346.9277,0
6376.0889,2342.2327,1
5074.6035,2325.7026,1
2397.1323,2300.7446,1
8908.208,2337.8472,1
3994.4304,2327.823,1
4920.832,2355.4053,1
805.0111,2350.6238,1
915.8426,2346.3071,1
4914.4253,2355.6909,1
155.498,2350.5039,1
1372.2163,2346.0896,1
4413.522,2353.5208,1
7727.7202,2338.002,0
3545.3228,2346.1658,1
5708.7754,2350.395,0
3078.0737,2318.8931,1
2915.281,2331.8699,1
1342.17,2305.425,1
1627.0477,2353.7178,0
2996.5342,2323.4812,1
8450.8438,2353.8586,1
6808.3369,2301.8318,1
5710.4517,2340.0195,0
4025.4622,2334.1875,0
3952.8999,2348.7717,1
8705.1963,2361.2827,0
3215.2673,2366.4204,1
4251.0396,2358.9448,1
7775.8389,2329.6919,1
704.8506,2354.7512,1
1985.9353,2355.5461,1
7736.0688,2352.4253,1
8304.0713,2344.875,1
7020.3525,2354.7412,1
8270.6426,2314.3198,1
8447.8623,2347.8875,1
8180.3472,2358.6731,1
852.7739,2344.1257,1
568.1567,2360.7322,1
4934.251,2361.1165,1
3554.3269,2323.7302,1
132.194,2336.4712,1
2407.5793,2311.2893,1
86.0919,2345.5874,1
4091.9983,2338.3848,0
8180.1978,2349.5652,1
8201.8447,2295.46,1
5952.6123,2367.1899,0
2966.5762,2356.7427,1
3993.9915,2311.8337,1
778.0983,2325.7109,1
2019.9486,2352.2905,1
2189.1118,2336.7422,1
3261.4714,2335.738,1
203.0756,2357.9946,1
8278.4326,2362.7634,1
914.7316,2360.6355,1
1594.4265,2340.6147,1
902.1609,2361.4219,1
2354.6045,2315.5938,1
3264.937,2347.2495,1
47.6093,2364.106,1
2982.3108,2337.2097,1
899.9893,2297.9138,1
838.1498,2323.1096,1
6515.9565,2364.9978,1
8501.7412,2365.0803,1
9109.5703,2365.4214,1
6150.0205,2352.8799,1
8048.8965,2357.6714,1
2394.2329,2339.0847,1
6721.2998,2363.7827,1
270.6699,2365.9004,1
1597.9652,2368.5261,0
486.5102,2356.3096,1
1822.3013,2368.3279,1
799.3683,2335.8552,1
6751.8042,2334.6558,1
5697.7427,2331.4326,0
2962.2266,2368.4568,1
6766.8491,2333.8782,1
263.5656,2368.4729,1
2373.7715,2318.6042,1
7793.9146,2320.8513,1
3554.8784,2339.1694,1
3009.8867,2364.7407,1
8328.251,2364.625,1
839.2471,2339.9617,1
2379.3555,2357.3501,1
5099.9883,2359.321,1
6070.0732,2339.5891,1
8049.6641,2346.3975,1
474.3515,2364.3521,1
8963.6055,2362.2119,1
3049.4805,2321.6443,1
912.0801,2327.6946,1
93.7325,2350.1921,1
7190.1318,2372.1465,1
2179.0312,2342.7422,1
2835.3535,2317.2407,1
7772.9053,2313.6526,1
1408.8164,2373.0305,1
659.8462,2353.6497,1
8145.5688,2362.7563,1
897.9955,2354.7488,1
7733.2651,2279.8335,1
7161.3418,2364.3162,1
1963.1572,2366.6362,1
2007.7379,2356.4109,1
1732.1873,2356.697,1
3535.3853,2340.593,1
5107.832,2359.1272,1
