FLUX,X_IMAGE,Y_IMAGE,RA,DEC,MATCHED,SEPARATION,GAIA_MAG,CALCULATED_MAG,FLUX_MAG_MATCHED,XYM_MATCHED,ANY_MATCHED
91096.98,13816.1113,131.2995,17.404034134502,61.74616345488296,1,6.562930638831851,19.718271,14.183056424698318,0,0,0
36759.22,12000.666,146.5722,17.085363660906594,61.74967895051103,1,2.451669659335756,18.782383,14.854135737174866,0,0,0
14170.69,13027.1543,154.616,17.265601477202416,61.74916847601975,1,2.6225342061348607,18.872166,15.82915480865097,0,0,0
9941.865,8677.875,155.4641,16.501916448016168,61.75260663554017,1,6.416161244730935,18.740685,16.19168367605325,0,0,0
3707.042,5636.4131,160.778,15.967812842673412,61.75287228017088,1,6.491864405902723,20.047897,17.200771723755373,0,0,0
8673.627,12129.502,158.5237,17.108010845654263,61.75053723109958,1,6.51509362457166,17.260502,16.33127309950812,1,0,1
16765.86,5809.4395,159.7749,15.998197616078537,61.752854785080814,1,5.502295797670258,20.06947,15.657138841632497,0,0,0
11480.78,6830.6968,162.4625,16.17753615532939,61.75332970062313,1,4.498920032458324,18.927551,16.044471660107753,0,0,0
1997403.0,11307.8086,32.2576,16.96349857576886,61.74084023001088,1,3.801649323775782,20.796139,12.898749574480188,0,0,0
5136.474,12183.9961,166.9913,17.117598180499918,61.75118272140509,1,4.037798956742141,17.876871,16.867178505774287,0,0,0
5950.864,6847.6602,164.4305,16.18051459630758,61.75349545920958,1,1.294314432838605,16.992315,16.716642282609172,1,1,1
6565.511,12317.916,162.1861,17.14110046609476,61.75063750609333,1,2.3173811147016736,16.548143,16.616099784925737,1,0,1
8230.812,7039.312,165.4045,16.214170626975573,61.75359672208656,1,2.8478988247631656,19.044481,16.38487422701255,0,0,0
5262305.0,12296.5303,19.9279,17.137011843942442,61.738838876396095,1,7.575515232455287,18.94674,12.569885647142748,0,0,0
8607.221,9404.001,169.9989,16.629442070950898,61.75354866313626,1,7.549000368802594,19.796885,16.339134454484597,0,0,0
41401.87,7091.2856,161.2412,16.223298382938587,61.75325478890288,1,7.892893149060479,20.462534,14.732477960739184,0,0,0
15463.46,14701.8535,168.6337,17.55963470562441,61.7479003277926,1,2.1319828133408985,20.50198,15.739853563197936,0,0,0
64580.64,13714.7803,152.1085,17.386309814598985,61.74803759333542,1,1.0228640205292947,14.652861,14.27771890995678,1,1,1
139295.8,7658.2441,107.0088,16.322854998987257,61.74875251116669,1,2.12161929970302,20.094484,13.975170971738503,0,0,0
15366.35,12755.999,165.5843,17.2180246863527,61.7504144672159,1,1.6588393831538504,15.5783825,15.746297444629818,1,0,1
287450.7,11526.7793,135.4039,17.002137990914967,61.74921497737623,1,1.417704164250452,13.345587,13.649142953080949,1,1,1
63019.09,6355.4658,151.0341,16.0940869250051,61.75229202754005,1,1.0878583566969362,14.98303,14.30275582525017,1,1,1
12647.29,14314.916,173.5835,17.49172901236355,61.748929909349,1,4.348284204393332,19.258453,15.94548934756679,0,0,0
5118.162,8649.0039,175.9958,16.496858943788066,61.75432116766908,1,6.190319099906414,17.726866,16.870831668271883,1,0,1
4994.809,14340.8428,178.1768,17.4962955638737,61.74927122009491,1,4.234758486906169,19.258453,16.895785974040333,0,0,0
8573.992,5427.4312,176.2654,15.931100762325812,61.75407088285947,1,1.9274542532946484,18.180977,16.343091007504178,0,0,0
342881.8,8101.7246,140.2635,16.400734940964703,61.7514698464443,1,1.3899505034057185,13.107647,13.574317487763953,1,1,1
10710.59,6144.1704,178.6327,16.05696675964933,61.75453037167703,1,2.8861606728573053,13.775118,16.115501564185216,0,0,0
24940.51,7760.1484,174.4388,16.340760133368992,61.75434993420158,1,5.846910831704678,20.363085,15.2509049412909,0,0,0
15273.4,5468.5732,177.2801,15.938324730688777,61.75417342339088,1,7.440595366561091,20.826672,15.752503540890674,0,0,0
32884.36,13446.3242,171.5685,17.33923884025961,61.75002754549754,1,1.765665460294188,15.301552,14.968075856040963,1,0,1
12194.07,6137.4224,179.7114,16.05578107267715,61.75461808824613,1,4.918634696390519,13.775118,15.982817362085491,0,0,0
8216.748,14290.501,183.9974,17.48747743229973,61.749833146082345,1,0.9682977802771,19.42505,16.386623511652676,0,1,1
9666.305,12897.9834,187.4618,17.24301047474263,61.75205943895307,1,5.86324288899483,17.567719,16.22043518907782,0,0,0
9413.366,13983.8418,187.7811,17.43365437104487,61.75061194110162,1,2.342277350866824,16.053747,16.24755729190324,1,0,1
164781.7,10158.1396,158.2106,16.76185929889684,61.7521669983927,1,1.368021519908368,13.746563,13.896618725644895,1,1,1
6866.487,5654.3149,190.8761,15.970931641730957,61.75538085054659,1,5.393916693731352,20.85047,16.570252148961547,0,0,0
2590.99,14370.7842,191.9998,17.501597757199686,61.75037303931861,1,6.699037239748645,20.786396,17.567159998421452,0,0,0
7899.159,5433.4766,191.1579,15.932148538888224,61.7553112878818,1,6.718905609037315,18.180977,16.426943456228475,0,0,0
10883.83,13570.5166,192.2693,17.361103236958463,61.751577300101566,1,2.2542455821805056,17.138094,16.099089283075617,0,0,0
14300.57,12123.7227,192.0791,17.107072132178338,61.7533319741493,1,4.1252905277651175,17.260502,15.819822446068304,0,0,0
18020.57,5601.4199,194.3137,15.961639454930303,61.75564527663356,1,7.926123661363557,17.364433,15.583318689195233,0,0,0
66956.72,12995.7871,175.3908,17.26015029977591,61.75093443721583,1,1.3082300901794766,15.554126,14.343476392638104,0,1,1
13959.4,7733.3989,193.5573,16.336065700195388,61.75594090170838,1,6.99282461823592,20.160938,15.844521097319278,0,0,0
24579.17,13345.9717,194.4913,17.32168600387968,61.75206764548701,1,1.7514599736191985,20.087793,15.265832848172364,0,0,0
4128.391,8975.7041,204.0069,16.554254103323675,61.75654634509446,1,2.498960966173863,20.633675,17.090655550303634,0,0,0
16543.89,12152.0527,197.7457,17.11205960391073,61.75377275320487,1,2.5987134454707577,20.328024,15.670771556016993,0,0,0
153911.9,10943.0811,176.6216,16.899723437116734,61.75314269268892,1,1.5184175096860817,12.629379,13.928289309269127,0,0,0
135733.9,13556.9697,173.1539,17.358668465858567,61.7500075855917,1,1.3848979109337418,14.687481,13.98745624542534,1,1,1
5265.371,14321.0068,206.4929,17.492907223499362,61.751655080745465,1,6.887481366555353,20.82155,16.84182677226666,0,0,0
5162.88,5403.1797,209.8198,15.926810304874367,61.75684865320995,1,5.537223569708898,20.031158,16.861933492598443,0,0,0
5829.875,14642.499,210.007,17.549359358560558,61.75143525322052,1,0.1278606658219251,19.422182,16.73765303579119,0,1,1
26797.84,12602.5176,197.6995,17.19115769172282,61.753265340196045,1,1.705405888961174,15.4914,15.177433905771489,1,0,1
20047.24,13350.2178,200.4463,17.322448480443388,61.752556832724814,1,3.153431398781129,20.877552,15.474303011137872,0,0,0
10529.34,12417.2822,207.7701,17.158656378002327,61.75431485365847,1,6.549918508093084,18.884272,16.13295932241712,0,0,0
67390.92,12587.5381,193.1094,17.18851604509679,61.75290136863389,1,1.6825124226242445,15.080225,14.340013334092609,1,0,1
278685.4,11691.0127,170.8195,17.03104594732751,61.752003083182814,1,1.5561169702124753,13.16144,13.662450851921088,1,0,1
10629.7,6414.2427,209.5047,16.10438134450633,61.75716517722815,1,5.900926955567695,17.223524,16.12325598913429,0,0,0
11136.62,7626.4258,208.3592,16.31728016768582,61.75717750639868,1,1.766779647716568,16.738266,16.075603460392145,1,0,1
561500.7,11531.1055,161.9921,17.002950261917395,61.75142061479755,1,1.2283014636769711,12.430209,13.372944557425406,1,1,1
17588.01,7999.562,212.0959,16.38281641542399,61.75745457167648,1,1.4928388954804903,15.108676,15.608170959210492,1,0,1
5317.326,7924.8755,216.8818,16.369700096662797,61.757861549584014,1,4.005335765427084,20.309921,16.831783216965455,0,0,0
39990.79,11347.3135,203.6678,16.970757466950175,61.75505075299377,1,1.4650361248173158,14.969679,14.76794810129094,1,1,1
56812.11,9747.8447,203.6673,16.689862389601522,61.75617946858464,1,1.2316660745529078,11.434461,14.40881598884972,0,0,0
3734.528,13097.2012,224.4047,17.278089406409187,61.75487890643794,1,2.667326451667952,17.580336,17.19321554985579,1,0,1
2491524.0,12846.8867,57.4038,17.233699620079122,61.74131417619485,1,3.094266484897789,20.117847,12.821492969734503,0,0,0
8273.258,12804.2188,223.4026,17.22664039001553,61.75516103239863,1,1.804324690174848,17.332985,16.379612847021566,1,0,1
8119.668,13913.0518,228.8529,17.421354625233523,61.75412911609546,1,5.604099916418921,20.36089,16.39878064259662,0,0,0
4408.484,6781.5005,230.9906,16.16887723369099,61.75901840663119,1,4.514086246699909,15.250029,17.023510772527548,0,0,0
11100.11,13122.4873,227.9757,17.282539253851873,61.75514321827944,1,4.189216344190384,17.317493,16.078962338926186,0,0,0
5267.562,9074.7549,232.8745,16.571673643149087,61.75890962437128,1,3.314015644922065,18.318184,16.841401226709465,0,0,0
6409.344,13973.9844,231.5199,17.43206148290239,61.75426111286009,1,6.509889644324384,18.819258,16.64072390533206,0,0,0
202638.0,6632.9263,193.9652,16.1427945434325,61.75591753219783,1,1.3247861916529158,13.634992,13.802488301431772,1,1,1
7922.1,12153.793,231.4941,17.112442130558644,61.75657554578,1,3.361612889345208,20.55596,16.423977091095995,0,0,0
8813.637,12327.4639,227.6428,17.142931481520048,61.75606666848005,1,1.883910675415019,20.96565,16.31489364373614,0,0,0
144849.1,13338.0518,158.7248,17.320193759535467,61.74910601259279,1,4.282305340096646,17.941877,13.956720600438665,0,0,0
7230.137,10567.1045,236.3311,16.833791678522015,61.75838795676787,1,6.08770657425942,17.352787,16.517466259880766,1,0,1
8333.551,6744.999,237.4673,16.16246406008606,61.7595513410475,1,3.544637279983456,20.551311,16.372185467607423,0,0,0
35457.36,13352.9951,213.5538,17.322973484660036,61.75364235640901,1,1.563725889948948,20.877552,14.891018837217176,0,0,0
45281.53,8873.4678,228.284,16.536315775006564,61.75859881374142,1,5.667034242061416,20.003447,14.640855707644514,0,0,0
7909.995,11416.6787,238.1009,16.983005017763787,61.75785038791326,1,1.709256762951869,15.532193,16.425541245024498,1,0,1
47114.49,6183.3618,229.2794,16.063820399633894,61.75875067643078,1,1.6877399361205276,20.83987,14.600266581269334,0,0,0
12611.39,8557.3604,241.615,16.480801753152445,61.7597993972508,1,0.9093812798565388,19.708399,15.948396963825472,0,1,1
177543.9,13359.1562,130.9368,17.323819494578718,61.746768618632125,1,1.8402750046844791,19.013058,13.86235075274002,0,0,0
6018.154,6516.8984,244.3447,16.122396500228643,61.76008269034371,1,3.2773401251174907,16.266996,16.705140912412308,1,0,1
9788.818,13794.4307,247.3933,17.40058384794769,61.75584187715735,1,1.3409258915613669,16.17355,16.207552487903534,1,1,1
2316564.0,7748.606,76.4986,16.33871579457249,61.74621089320309,1,1.6675046770475346,19.100252,12.846785955517896,0,0,0
5616.749,11579.334,250.4224,17.01159591852851,61.758724755512986,1,3.9944013230679394,16.121359,16.77574752973654,1,0,1
10546.66,11735.7197,247.7766,17.039056102825132,61.75835538595675,1,4.728651130824768,21.209997,16.131278147916824,0,0,0
4624.202,12247.6084,255.2156,17.128972313439977,61.7584457549731,1,5.594962919414717,20.26785,16.974644967598522,0,0,0
5143.481,14544.291,255.9844,17.53227563346562,61.75541457626006,1,7.571968315552732,20.411503,16.865784084597347,0,0,0
8689.469,5429.1079,255.3594,15.931321477921424,61.760645089128445,1,7.566832468935356,19.865236,16.329406565266147,0,0,0
8124316.0,9139.9648,39.9165,16.582964966404987,61.74284790712103,1,3.4398487640054807,18.870888,12.42992818697728,0,0,0
11508.01,10247.0186,257.8647,16.777602908388268,61.76039337659925,1,5.22521398672464,20.598343,16.042048485385504,0,0,0
5152.502,5492.5005,260.9811,15.942451104706103,61.76114019043006,1,2.8208138303820243,20.795498,16.86399166379456,0,0,0
14402.98,9166.8398,256.1647,16.587867510749046,61.76080990326325,1,1.6746324193414264,21.03186,15.812523475797768,0,0,0
111353.7,13432.917,247.7083,17.337105059705962,61.75637296229343,1,4.829204225832588,17.629679,14.082995058595984,0,0,0
12789.63,5497.8892,249.3583,15.94340808275409,61.76017655177607,1,3.134483062479632,20.795498,15.934041601983845,0,0,0
48873.81,13441.1855,247.94,17.338557660534608,61.756380997437496,1,2.385259120927857,17.629679,14.56276684817953,0,0,0
60231.14,10258.8652,244.9701,16.779665983692038,61.75931413822295,1,1.092665016975569,14.770518,14.349039126667988,1,1,1
14367.29,8461.4365,254.3835,16.463959486314522,61.76088426312977,1,3.957731828197381,20.156294,15.815061266673782,0,0,0
9787.231,13391.7383,260.0973,17.32990971453167,61.75745813695565,1,4.281106922082902,18.150503,16.207718333858285,0,0,0
3381863.0,13108.0557,46.3389,17.279508606091568,61.74006753655666,1,1.9859141312077664,20.758352,12.716938553364624,0,0,0
2673020.0,7788.5601,69.5308,16.34572918555161,61.74562860509885,1,1.43287959683703,18.511654,12.797207174125932,0,0,0
8680.599,8993.7139,263.6908,16.557463184426478,61.76150036829523,1,3.4946451156479217,18.507624,16.330451225678946,0,0,0
7580.922,5476.6572,267.1718,15.939662604588094,61.76164781340341,1,2.0774682297839884,18.278385,16.469005622311744,0,0,0
9646.053,5582.3643,264.5659,15.958232595538009,61.76147610051663,1,2.973386047482273,20.96198,16.22258047791503,0,0,0
10245.58,5606.9819,264.4336,15.962556840346554,61.761475191814576,1,5.02589085276529,20.652937,16.16090353160682,0,0,0
8688.84,11258.0908,265.3695,16.95520337418976,61.760256756420176,1,0.6593574588729283,19.68576,16.329480610332926,0,1,1
5433.479,14179.8311,269.1712,17.468325664126994,61.75708085460156,1,3.16654332695396,19.591726,16.80967980367169,0,0,0
40422.25,10517.9258,258.6008,16.82518763120659,61.76027342135257,1,4.277331395061237,18.12309,14.756971415704957,0,0,0
9801.043,8682.7275,270.3767,16.50284015022986,61.7621557786804,1,4.45081811689205,19.241669,16.20627584167008,0,0,0
8462.675,7225.9873,272.9879,16.246945186210873,61.76254996324277,1,3.26046161684864,21.023485,16.35645807182674,0,0,0
363351.1,7643.1685,224.163,16.320222736712083,61.75849015260335,1,1.5581436314029071,12.8896675,13.550055171830968,1,0,1
49434.03,8795.9453,253.8585,16.52271696269319,61.76074914095688,1,2.852315950987579,20.408195,14.551108738013284,0,0,0
24237.06,6998.0259,267.8959,16.206901630602538,61.76211123425973,1,1.5446596903964973,15.282472,15.280169958956895,1,0,1
186860.6,13299.8809,195.8794,17.313597553232036,61.75224434089952,1,7.244848715751551,18.849573,13.839062522829558,0,0,0
4334.397,14083.498,279.0038,17.451441633753632,61.75804371545987,1,2.5189017281531494,15.989821,17.040846849886023,0,0,0
4410.727,5545.814,278.8167,15.9517999737437,61.76264525436119,1,2.769079335238676,20.902042,17.022990474058208,0,0,0
